date,tweet
2021-11-07,i was prepared to accept either outcomeroll themtesla autopilot spendslot of effort on minimizing jerkwill considerwe are rolling 10 4 out slowly as there are many subtle hardware differences in the owner fleet if it continues to look good over the next few days we may start rolling out to 98 safety scoresdoing the opposite of whatever that insufferable numbskull says would begreat way to invest
2021-11-08,i had too many bottles of teslaquilawhy does ur pp look likejust cameexactlyactually 41 tons for spacex in q3 amp aiming for 80 tons in q4 that said china launch mass to orbit is extremely impressiveahemcoming soonimportanttruethe starship fleet is designed to achieve over 1000 times more payload to orbit than all other rockets on earth combined almost no one understands this
2021-11-09,really just comes down to iron cathode for medium range vehicles amp stationary storage vs nickel cathode for long range vehiclesdragon enters likeshooting star11 lifetimes agonothing matterszero iscool concepti have all their albumssometimes they relittle 2 dimensional
2021-11-10,and that isvery tiny fraction of the 4 megatons of mass that the sun converts to energy every secondthere are many other good causes but this is my main reason for accumulating capital the resourcesconsume personally are very lowstill blows my mind that this is realas described in the moon isharsh mistress great booklinear accelerator would be great for the moon earthgravity is too high amp atmosphere too dense for accelerators to begood solution vs reusable boosters imointerestingly however average power density of the sun is comparable tocompost heap humans are more power dense than the sun it is just very very bignew uaw slogan fighting for their right to steal money from workers
2021-11-11,pattern on the starlink router is orbital transfer ellipse from earth to mars
2021-11-12,good static fire with all six enginesi hope they re able to achieve high production amp breakeven cash flow that is the true test there have been hundreds of automotive startups both electric amp combustion but tesla is only american carmaker to reach high volume production amp positive cash flow in past 100 yearsancient timeshoping to start releasing to 98 scores with v10 5 in about 10 daysno guarantees but maybe next month requires quitelot of incremental testing amp code tweaks for different road system in canada
2021-11-13,exactlyit isvery impressive historyinter satellite laser communications means starlink can carry data at speed of light in vacuum all around earth before touching ground over time some amount of communication can simply be from one user terminal to another without touching the internet129 orbital flightshe came damn close to killing tesla throughcombination of bad management decisions driving out talented people bad engineering major blunders in supply chain amp an elaborate deception about the true cost amp schedule of the tesla roadsterfounding story of tesla as portrayed by eberhard is patently falsewishhad never met him eberhard is by far the worst personve ever worked with in my entire career given how many peopleve worked with over the years thatreally saying somethingthinking of doingpodcast hardcore history style that tells what really happened at tesla in those early yearsshould work everywhere for global maritime by roughly middle of next year enough sats with laser links launched until then it will be patchy when far from landmegapacks are deployed to stabilize the grid itself especially effective for absorbing peak loads they save consumers moneytesla megapack batteries will help stabilize the grid this winteri ve actually been living in50k house in south texas for past 2 years not boxabl cool product tho feels more homey to live insmall housesuper proud of the great work by the spacex teamplease donread too much into this as mentioned publicly tesla is constrained by chip supply short term amp cell supply long term not possible to produce additional vehicles in volume until both constraints are addressedbest plane eversuchbeautiful day to launchthe rocket fleet growsonce the board was presented with the evidence of eberharddeception fraud amp the dire state of the company all board members including those he appointed voted unanimously to fire him in august 2007
2021-11-14,i keep forgetting that you re still alivehow about predictions for 2030a careful observer would note that my low basis share sale rate significantly exceeds my 10b high basis option exercise rate thus closer to tax maximization than minimizationwant me to sell more stock bernie just say the wordsoon that list will grow much longer as humanity reaches new heights
2021-11-15,inflation is the most regressive tax of all yet is advocated by those who claim to be progressivehis stance on ketamine was boldexactlybernie istaker notmakerdue to inflation 420 has gone up by 69ok how much do you think is fair does 53 seem reasonableagreed taxes are best applied to especially extravagant consumption whereas capital allocation taxes reduce goods amp services output so actually bad for the people probable capital allocation skill of heirs is lower than original creator soam in favor of an estate taxregretamine itlike100 tax on all your regretsi had majority control for the first 5 years or so of tesla but car companies need lots of capital so nowm around 20 or so despite putting in as much ascould along the waythat loophole does seem questionableyes that is the other major source of dilution all employees receive stock afteryear at tesla and we now have over 100 000 employees worldwideexactlynormal money is actuallybunch of ancient mainframes running cobol in batch mode where govt can edit money database whenever they wanthow do we know he hasnbeen kidnapped by aliens
2021-11-16,i like to dig my grave real deepexactlywe are waiting for permit approval from santa monicathe hard work by faa us fish amp wildlife and texas parks amp wildlife is much appreciated as well as the strong local support from cameron county and brownsville south padreburry isbroken clock
2021-11-17,accept worst case outcome amp assign itprobability which is usually very low now think of good things in life amp assign them probabilities many are certain bringing anxiety fear to the conscious mind saps it of limbic emotional strength cheery fatalism is very effectivelimiting factor for first launch is regulatory approval thereafter fundamental issue is solving engine production prototypes are easy production is hardaccurate thread12 million pounds of thrust at liftoffindeed over time tesla will generate hundreds of billions for the government in terms of employee income tax product sales tax and property tax in addition to profit taxationtrue although it will look clean with close out panels installed raptor 2 has significant improvements in every way butcomplete design overhaul is necessary for the engine that can actually make life multiplanetary it wonbe called raptor
2021-11-18,it does need peopleit is hard to find good sources of relatively objective news these days any suggestionstalked about starship with national academies space studies boardmy comments starts at 6 49 markwe are choked with news and starved of history durantis this realpropublica should be bottom leftsighindeedgrover gardner rocks
2021-11-19,thatwhatwas thinking tooexactlyitgreat that they ve changed their tune these days but the truth is that gm tried damn hard to kill the electric car if not for competitive pressure from tesla they would be doing nothingtrueyesso fast and yet so slowis he ever not grumpyif only he could find those chaos emeraldsdonwant to brag butm the best at humilityi suspect that article was written before the drive even took placethis launch mount is not easy to builditgood to be open about ur vulnerabilitiestragically it is not clear that the defense contractors can get to the moon for any amount of money more than 200b has been spent on development of new us crewed space transport systems over past 40 years but only dragon is flying development cost to nasa was lt 2bkeith is this about rightthere were no ev incentives nor did we expect them amp gasoline was super cheap so tough to make the case for electric cars my guess was that we had lt 10 chance of success amp most people thought 0 the history car startups is just one big graveyard
2021-11-20,a simpler time it wasfractured but wholeshould be coming back online now looks like we may have accidentally increased verbosity of network traffic apologies we will take measures to ensure this doesnhappen againcheckingbitcoin cures cancerone of the improvements to fsd vision involves training with actual photon counts so removing the filters used to make pictures pretty to the human eyeelectrical amp mechanical engineeringi love these shotswhat my fatherwork looked like whenwas growing uphopefully tomorrow
2021-11-21,yupmuch has changedunfortunately there is just no way to makemotorcycle safe motorcyclist deaths per mile are 29 times higher than car occupantscongrats orbit is not easyif earthgravity was even 10 lowerd be all for single stage to orbitwe are on the wrong planet for ssto on mars it is thankfully easyinteresting
2021-11-22,modelplaid is sickkkki like the new direction cnn is going thoi bounce around wsj nyt bbc bloomberg wapo amp twitter generally better to follow individual journalists than publications as there iswide range of qualitythe irs already has dedicated audit teams for high net worth individuals the doubling of staff is for everyone elseitlike if you want to buyparrotor perhaps some cheesemaybe they are npcs and tesla just isnin their dialogue treeking of the wholetsee if we can get them to say the word teslai aspire to comedyat least 50 of my tweets were made onporcelain throneit gives me solaceprobably around marchserious allegations deserve serious responsesunlikely for early ships to splashdown intact getting to orbit at all on first try would bemajor winlong term ship would land on tower arms like boosterinteresting eyes too
2021-11-23,transforming americameant to say county sigh airport will be part of it but required additional federal approvalsthe sheer physicality of changes in the brain during sleep or with serious neurodegenerative diseases is much higher than people realizewe do need to have the fallout themed party aiming to do that once international travel restrictions are liftedtrueand all modelampproduction for the world is still done in america but whocountinggiga texas is epicandwill talk to their manageriteither traffic forever or tunnels try our first operational tunnel in vegas at the convention center the city just approvedfull tunnel network connecting major hotels convention center amp airportancient timesyeshey whatgoing on with your doge customers sounds shadywisdomdoge holders using binance should be protected from errors that are not their faultour nns didnhave any temporal amp spatial memory or surround video auto labeling back then everything was knitted together infrom single frames with manual labeling still much to improveexactly sighhell ofrocket probably would have succeeded if korolev had not died hopefully starship is more fortunateit can simulate anywhere but we need to focus on one region until fsd is out of beta then expand geographically to have betas in other countries canada is notlot different from us but different enoughsounds goodi donuse binance tried at one point but signup was too many hoops to jump through so no inconvenience to me personally just raising this issue on behalf of other doge holdersi was able to do several zero takeover drives around austin last night using random map pin drops no tesla has ever done these routeshigh performance code is inusing our own compiler to maximize frame rate we use python with custom libraries for fast prototyping then convert tofor fast execution new software is run against real world video amp our world simulator to evaluate performance then qa
2021-11-24,in 1992 comet shoemaker levy smashedhole in jupiter the size of earthexactlyabout to launch asteroid defense testthis will be really important one day much is made of meteor impacts that destroyed most life on earth but there were far more that merely destroyedcontinent comets not asteroids are the real wild card as we re only able to track 4600 out of 1 trillionthat is the great questionearth has been and will be smashed super hard by meteors over time notquestion of if just whenif we are able to make life self sustaining on mars we will have passed one of the greatest filters that then sets us up to become interstellar earth is 4 5b years old but life is still not multiplanetary and it is extremely uncertain how much time is left to become so
2021-11-25,sorry it took so longsuch miracles are beyond ussamejay rocksyeswhy watch it happen instead of helping making it happenseriouslyhappy thanksgiving to all hope you havegreat day your support over the years is super appreciatedavenge the dinosaurs
2021-11-26,absolutelyhaha truegreat hope yours is toogreat speech couldnagree morecombined tesla spacex market cap is now over 1 2t which means 4 9b is less than 0 4 of combined company valuethatour initial interstage design that we scrappedmaybe drive an upright falcon 9 past the white house flyinggiant stars amp stripes withmarching band playingcan see clearly nowit has always been teslaview that all subsidies should be eliminated but that must include the massive subsidies for oil amp gas for some reason governments donwant to do that
2021-11-27,yeahthe most ironic outcome is the most likelyhypothetically if they did make lots of electric cars then they would be the leaderexactlygood threadfiguratively amp literallyyupwe learned our lesson with 465m doe loan received in 2010 2011 onerous terms exceed value of money received thatwhy we paid it back so early despite an early repayment penaltymust be nice living in cloud cuckoo land
2021-11-28,nice
2021-11-29,this is true also tesla employees get health insurance stock amp other benefitsusa benefits greatly from indian talenta lot has happened in 8 yearsit will still be very intense just slightly less than in the past
2021-11-30,just dropping some friends off at the poolacid test for new interface is use it for 2 weeks amp see if you still want old version after using yoke for few weeksdidnwant wheelvariable gain steer by wire yoke would be idealcybertruck will reach far intopost apocalyptic future amp bring that technology to nowoh man this year has been suchsupply chain nightmare amp itnot overwill provide an updated product roadmap on next earnings callhumanity shall returnyoke allows unobstructed view of the screensplish splashi lovegreat whine49 years later games are photo realistic 3d worlds what does that trend continuing imply about our realitywe had to shift some starlink satellite orbits to reduce probability of collision not great but not terrible either station amp dragon have micrometeorite shields ultra high velocity impact absorption but eva suits do not hence higher risk for spacewalkitgetting fixedsuits will need to be made in high volume at an affordable cost amp be much easier to usecybertruck is intentionally an insane technology bandwagon
2021-12-01,donwaste your money on that silly apple cloth buy our whistle insteadbut lower power density thanhumanthe overarching problem is that we need better mental firewalls for the information constantly coming at us critical amp first principles thinking should berequired course in middle school who wrote the software running in your head are you sure you actually want it thereifsevere global recession were to dry up capital availability liquidity while spacex was losing billions on starlink amp starship then bankruptcy while still unlikely is not impossible gm amp chrysler went bk last recession only the paranoid survive groveyesthe magnitude of the starship program is not widely appreciated it is designed to extend life to mars and the moon which requires 1000 times more payload to orbit than all current earth rockets combineddayquil nyquilblow the whistle on teslayikesand the sun is technically green as measured by peak photon countno but you could get pretty far with rings of separately orbiting objects like our solar systemasteroid beltthe sun is absurdly overwhelmingly the source of energy in our solar systemdoesneven need maintenance just worksexactlystarship will enablequantum leap in deep space amp planetary sciencefriends amp pools are great
2021-12-02,web3 sounds like bsthey saw it comingletset an age limit after which you canrun for political office perhapsnumber just below 70what shoulddo with itdoooogei thought nothing could be nuttier than 99
2021-12-03,insane technology bandwagonlaws are on one side poets on the otheryikesconstruction of starship orbital launch pad at the cape has begunis thatline graph in your pocket or just happy to see meproduct roadmap update on next earnings callwill have both front amp rear wheel steer so not just liketank it can drive diagonally likecrabinitial production will be 4 motor variant with independent ultra fast response torque control of each wheelyesbut yesit releases internally today then rolls out to external beta infew days if no significant issues are foundi love norwaythis will look so awesomehuge cranes are cool haha39a is hallowed spaceflight ground no place more deserving ofstarship launch pad will have similar but improved ground systems amp tower to starbaseyes
2021-12-04,we will soon make these realhaha pretty muchit is an honor to serve nasa and the countries of the international space stationstarships to marsyou betchamy car is currently orbiting marsexactly
2021-12-05,he is quitebossy doglanding on tower armsnfts are jpeging the dollar
2021-12-06,as always tesla is looking for hardcore ai engineers who care about solving problems that directly affect peoplelives inmajor waygood summary
2021-12-07,that always blows my mind sad thing is that we havenbeen back to the moon in halfcenturytesla publishes accident statistics quarterly they are so much better than other vehicles it is ridiculouscoming soon lot of cool stuffcongratulationsa background in ai is not needed just exceptional skill in software or computer designlooking forward to visitingve heard itawesome10 6 1 coming infew days to addressfew annoying issuesi am definitely not saying that we can for sure do this butam increasingly confident that it is possibleexactlythere are already minimum age requirements for the house senate amp presidency reciprocally there should be maximum age limits tooreplacing faulty missing neurons with circuits is the right way to think about it many problems can be solved just bridging signals between existing neurons progress will accelerate when we have devices in humans hard to have nuanced conversations with monkeys next yearittruedid it myself
2021-12-08,booster production is currently ahead of engine productionif you leave hydrogen out in the sun long enough it starts talking to itselfprogresslot of people donrealize that you can watch almost any show inteslabrain transplantswowhopefully this month no later than nextjudith cohen jack blackmother also did important work on apollo
2021-12-09,exactlythere islot of accounting trickery in this bill that isnbeing disclosed to the publicnothing is more permanent thantemporary government programunless susceptible to extreme natural disasters nuclear power plants should not be shut downif temporary provisions in the build back better act become permanent us national debt will increase by 24this is scary somethinggot to giverocket fleets growsprobably way sooner before ittoo hot for civilizationshanghai is beautifulamazing enginecongratstaxing all billionaires at 100 only drops national debt by 10 which is just one year of deficit spending
2021-12-10,noobtoobearth should be called watertesla china has done amazing workwow only three weeks to 2022 what will 2032 will be like seems so futuristic will we be on marscgi irlmars amp carscybertruck can have any color you want so long as itnothingnot at first but there are many third party options for wrappingmanufacturers have to ship cars with side mirrors by law but owners are allowed to modify their cars the wiper is what troubles me most no easy solution deployable wiper that stows in front trunk would be ideal but compleximbued gold bronze color would be sickhahaha 1maybewill
2021-12-11,they have no ideai do aspire to entertain the peoplethere will befew tweaks before productionlasers can do anythingthat is not the production wiper10 7 next week is greatum yesabsolutelyvery impressive development historyreal androids are comingshould arguably be called 11
2021-12-12,it takes 20 years time from conception to adult to reverse demographic trendsi thinkmentioned octane too much haha but it was actuallybig dealsonic the hedgehog game coming to all teslasno better friend no worse enemymaybelittlesulla and the original nero who was instrumental in defeating hannibal are underratedmartians911literallyjust didepisode with dan carlin hope you like ityupi was slightly aiming for thatdoes anything actually worksorrysine qua non non
2021-12-13,thank youshe seems coolinteresting payload numbertrueapologies for any errors in this podcastoverall kill ratio was 19 1 but kill ratio against the zero was 13 1thanks bro
2021-12-14,will also be important for marspenalizing sustainable energy is insanemunro rocksforgot to mention the mosquito which was arguably the most innovative airframe designi will ask dan for some tipsspacex is startingprogram to take co2 out of atmosphere amp turn it into rocket fuel please join if interestedtesla will make some merch buyable with doge amp see how it goesyupthat is howfeel about myself oh waitlori didlot of goodno stylist no makeup either hahayeahthis is the revolution in medicinevery hardthanks
2021-12-15,stop projectingdonspend it all at once oh wait you did alreadyyou remind me of whenwaskid and my friendangry mom would just randomly yell at everyone for no reasonplease doncall the manager on me senator karenthanks jimx is pretty greatand if you opened your eyes for 2 seconds you would realizewill pay more taxes than any american in history this yearinterestingwhathypocriteexplain yourselfsneaky but ineffective like the rest of what she doesshetryin call to the manager rnthank youyup thatthe plan
2021-12-16,itcomplicated but hopefully out next quarter along with witcher lot of internal debate as to whether we should be putting effort towards generalized gaming emulation vs making individual games work wellcongratsthankshighly recommend all ofthat is weirdi love dilbert use it all the time to illustrate that we re doing something wrong at tesla spacex if it could bedilbert cartoon irl this happens more often thand like sighi came to the us with no money amp graduated with over 100k in debt despite scholarships amp working 2 jobs while at schoolliterallygiga texas is10b investment over time generating at least 20k direct amp 100k indirect jobsold school shell gameyeah
2021-12-17,ahemis there anything more tragic than unrequited loveadd some tats gt hipster xenomorphlack of joy reid islobbyist for sen karenyeahmean seriously wthwait people pay him to speak lmaoootrondheim sounds coolwow this video tooklot of workit might bethis isbig dealstill much to be done but it has that potentiali saw it whoa pretty dark nice bladerunner referencei havenread the book but soniquestions were incredibly insightful amp his attention to detail was superlative
2021-12-18,haha this is not even its final form although pretty close cape is hopefully this summerthis is suchdeeply messed up lie to the american people she is the one freeloading off taxpayers whilem paying the largest amount of tax of any individual in history is really someone we want asus senatorthe great state of massachusetts deserves someone betterinterestingstarship super heavy engine steering testeach raptor 1 engine above produces 185 metric tons of force raptor 2 just started production amp will do 230 tons or over halfmillion pounds of forceyup next booster will have 33 raptor 2 engines with 13 steering ship is being upgraded to 9 engines 3 sea level gimbaling 6 vacuum fixed with increased propellant loadtesla fsd 10 8 plus holiday fun software release probably tuesdayprobablystill aiming for booster 4 amp ship 20 for first orbital test flight this is pure coincidence10 8 is close so just jumping to thatsilco amp jinx headline coachella10 8coming15 degreesthe ship is just begging for three more vacuum engines to be added tanks will stretch for more propellant load
2021-12-19,should be taught to all atyoung agebetter resolutiontraceroute woke_mind_virusall raptor 2 tests going forwardabsolutelylooks like twitter is compressing the imageit may especially in our galaxy at this timethat matches my understanding
2021-12-20,yeahsounds likegood booklong way to go to perfect it but starship is really next levelwords are very lossy compression of thoughtstesla will holdgiga texas grand opening party with factory tours for the community in early 2022given the almost unimaginable nature of the present what will the future bemight very well befor those wonderingwill pay over 11 billion in taxes this yearmaybem partly chinesesometime in 2022game oninot suggesting web3 is real seems more marketing buzzword than reality right now just wondering what the future will be like in 10 20 or 30 years 2051 sounds crazy futuristic
2021-12-21,has anyone seen web3canfind itabsolutelytrue ask your airline for starlinkwith starlink you could stream video amp play online gamesm something somethingi talked about falcon 9 amp heavy for overdecadejust keep going itin there somewherestill kinda hard to believe it is workinga lot of improvement still coming just from software updates to satellites amp terminalsagreed taxes do need to be collected but what is the best way to do this that maximizes area under the curve of the happiness of the people100th spacex rocket landing was today
2021-12-22,pure vision especially when using explicit photon count is much better than radar vision as the latter has too much ambiguity when radar amp vision disagree it is not clear which one to believepeople who doncreate products amp services donrealize that it takes hard work to produce products amp servicesa strong bias towards consumption tax makes sensethis assumes completion of the 10b sales
2021-12-23,yeswhen the 10b preprogrammed sales complete there are stillfew tranches left but almost doneita great whistlewe re aiming forsignificant improvement for owners outside the us around march depending on regulatory approvalstesla holiday software release being tested with internal owners today broader rollout starts tomorrow eveningyes but if we find unexpected bugs release might be delayed until 24thdisney restricted us to us onlyyeahdidnhavehouse in the bay area for overdecade despite spending half the week therelots of tesla cars to deliver before year end your support in taking delivery is much appreciated thanks also to the tesla team working hard during the holidaysthe book isthatwhym pro dogegood ideawhereas radar has trouble seeing small pedestrians they re obvious to tesla vision
2021-12-24,tesla is technicallycar like an iphone is technicallyphone10 8 looks good rolling out todaytesla holiday software update goes to wide release todaya lot will be addedmy wiki is suchdumpster fire thathow you know it isncuratedno thatsome tool with senior editor privileges who keeps putting that therehistory is written by the victors except on wikipedia as your enemies are still alive amp have lots of time on their hands
2021-12-25,and many other thingsinterestingit wasshamefully low blow from wsjthat wascrazy tough year tesla financing closed at 6pm christmas eve last hour of the last day possible payroll would otherwise have bounced two days after christmasitgood
2021-12-26,as goes norway so goes the world that said stilllong way to go to replace the fleet of combustion vehicles on the roadnow 1 25useful mass to orbit is what mattersmefloki santamerry christmasor teslacongratulations this is major
2021-12-27,the resolution of the universe is not smaller than planck lengthall of reality can be simulated with ones amp zeroesyeah the smarter someone is the harder it is to simulate predict their behaviorpeople are able to break any laws made by humans but none made by physicsit is simulations all the way down until you get to one bitnow that the webb telescope has been launched they will have to spend more on rendering hahaso much of ai is about compressing reality tosmall vector space likevideo game in reversephysics formulas are the rendering rules
2021-12-28,most people still have no idea that sustainable energy generation is growing so fast
2021-12-29,i doashok was the first person recruited from my tweet saying that tesla is starting an autopilot teamwow working on this problem has soaked uplot of my time amp brain cycles over the past 7 years this and starship engines are currently the two hardest problems700nm to 400nmfaa approval is the schedule driver their latest update says end of februarylex asks great questionsyes
2021-12-30,probably not wrongif history is any guide not many will make it past the next recessionpredicting macroeconomics is challenging to say the least my gut feel is maybe around spring or summer 2022 but not later than 2023
2021-12-31,many ui improvements comingthis chart isbig deal7
2022-01-01,
2022-01-02,great work by tesla team worldwideletmake the roaring 20happengreat work by tesla team worldwideletmake the roaring 20happen
2022-01-03,there is no way to be in touch with voters when you re three generations away from voting ageyay switzerlandreminds me of whenhex edited ultimato get out of the final mazeyay switzerlandreminds me of whenhex edited ultimato get out of the final mazethere is no way to be in touch with voters when you re three generations away from voting age
2022-01-04,tonnage to orbit is the more fundamental metricabsolutely this is just bad mathyesraptor 2 now operates routinely at 300 bar main chamber pressureabsolutely this is just bad mathtonnage to orbit is the more fundamental metricraptor 2 now operates routinely at 300 bar main chamber pressureyes
2022-01-05,room to improveearth should be called waterearth should be called waterroom to improve
2022-01-06,nicenice
2022-01-07,masters of doom isgreat bookstarlinks with lasers deployed to orbitmasters of doom isgreat bookstarlinks with lasers deployed to orbit
2022-01-08,monthly subscription price will rise when fsd goes to wide releaseit wasmistake to try to use the elise in the end only 5 of the elise parts ended up being used tesla roadster istotally different carbeta 10 9 should be ready in aboutweek beta 11 with single city highway software stack amp many other architectural upgrades probably next monthitour best car ever along with the plaid xit wasmistake to try to use the elise in the end only 5 of the elise parts ended up being used tesla roadster istotally different caritour best car ever along with the plaid xjust in the usmonthly subscription price will rise when fsd goes to wide releasefsd price will rise as we get closer to fsd production code releasebeta 10 9 should be ready in aboutweek beta 11 with single city highway software stack amp many other architectural upgrades probably next monthtesla fsd price rising to 12k on jan 17just in the usfsd price will rise as we get closer to fsd production code releasetesla fsd price rising to 12k on jan 17
2022-01-09,
2022-01-10,starship launch amp catch towermind blowing that over 80 of humans havesmart phoneif the alarming collapse in birth rate continues civilization will indeed die withwhimper in adult diapersstarship launch amp catch towermind blowing that over 80 of humans havesmart phoneif the alarming collapse in birth rate continues civilization will indeed die withwhimper in adult diapers
2022-01-11,most people have no idea how fast sustainable energy is growingaccurateaccuratemost people have no idea how fast sustainable energy is growing
2022-01-12,great explanationbizarre anti environment move by govt of californiagreat explanationtesla is working as fast as possible to support tesla owners worldwide sustainable energy affects everyone on earth as we all share one atmospherebizarre anti environment move by govt of californiatesla is working as fast as possible to support tesla owners worldwide sustainable energy affects everyone on earth as we all share one atmospherehe was truly exceptionalhe was truly exceptional
2022-01-13,yupstill working throughlot of challenges with the governmentturns out yesyupstill working throughlot of challenges with the governmentturns out yes
2022-01-14,almost all input is error car should do the right thing automaticallydojotesla merch buyable with dogecoinyeah doesnmake sensetesla merch buyable with dogecoinyeah doesnmake sensedojoalmost all input is error car should do the right thing automatically
2022-01-15,1469 starlink satellites active 272 moving to operational orbits laser links activate soonbirds aremythbirds aremythbig differencebig difference1469 starlink satellites active 272 moving to operational orbits laser links activate soon
2022-01-16,ai inbox that ishall of mirrors from the insidecivilization is only 5000 years oldso informativethere ischance of all species extinction due to expansion of the sun unless humanity makes life multiplanetaryfirmware fix to recalibrate heat pump expansion valve is rolling out nowgood campaignso informativefixing this ishigh prioritygood campaignthere sure arelot of interesting ways to arrange pixelsai inbox that ishall of mirrors from the insidecivilization is only 5000 years oldfixing this ishigh priorityfirmware fix to recalibrate heat pump expansion valve is rolling out nowthere sure arelot of interesting ways to arrange pixelsthere ischance of all species extinction due to expansion of the sun unless humanity makes life multiplanetary
2022-01-17,it is heartening to see the rise of individualist vs corporate mediayeahcorrectin theory it saves landing leg mass amp enables immediate reflight of an otherwise unwieldy giant rocket10 9 going out later this weekyeahindeedwe will start rolling out fsd beta in canada cautiously in next 2 to 4 weeksit is heartening to see the rise of individualist vs corporate mediaaccurate video10 9 going out later this weekindeedin theory it saves landing leg mass amp enables immediate reflight of an otherwise unwieldy giant rocketcorrectgreen hills software ispile of trash linux ftwgreen hills software ispile of trash linux ftwgood thingnever tweet anything controversialwe will start rolling out fsd beta in canada cautiously in next 2 to 4 weeksaccurate videogood thingnever tweet anything controversial
2022-01-18,cool we re both born 69 days after 4 20 hahayeah unfortunately this is becomingsecurity issuespatial amp temporal memory are improving so there will be less flickerhonestlywoulda clicked ityupi see where frank herbert got some of his ideasif there arenenough people for earth then there definitely wonbe enough for marsun projections are utter nonsense just multiply last yearbirths by life expectancy given downward trend in birth rate that is best case unless reversedexactlytrying to setgood examplei obv cancomment on every rumor but this isntrue am headed to berlin mid feb not this weekexactlywe should be much more worried about population collapsepretty wildun projections are utter nonsense just multiply last yearbirths by life expectancy given downward trend in birth rate that is best case unless reversedtrying to setgood examplewe should be much more worried about population collapsei see where frank herbert got some of his ideasyupif there arenenough people for earth then there definitely wonbe enough for marsthe most entertaining outcome is the most likelyhonestlywoulda clicked itcool we re both born 69 days after 4 20 hahai obv cancomment on every rumor but this isntrue am headed to berlin mid feb not this weekpretty wildthe most entertaining outcome is the most likelyspatial amp temporal memory are improving so there will be less flickeryeah unfortunately this is becomingsecurity issue
2022-01-19,sameokbut is he playing it on legendary difficultytragic case of ego ability gt gt 1last year japan had 800k births amp life expectancy is 85 years impressively high implying future population of only 68m dropping almost half from current population of 126m thata lot of ghost towns amp citieswill do our best decentralized control of the robots will be criticalback to the moon soonbelieve in the futuretesla ai might playrole in agi given that it trains against the outside world especially with the advent of optimuspeople do not yet understand how valuable an autonomous vehicle will bei was just there good progressanother 49 starlinks reach orbitsameoklast year japan had 800k births amp life expectancy is 85 years impressively high implying future population of only 68m dropping almost half from current population of 126m thata lot of ghost towns amp citiesi hear versions of this often irltragic case of ego ability gt gt 1but is he playing it on legendary difficultywill do our best decentralized control of the robots will be criticalsheer lucki hear versions of this often irltesla ai might playrole in agi given that it trains against the outside world especially with the advent of optimusbelieve in the futureanother 49 starlinks reach orbiti was just there good progresspeople do not yet understand how valuable an autonomous vehicle will beback to the moon soonsheer luck
2022-01-20,yeahmaybe something like thisittruedo thinklot about rocket engine chamber pressure ahahafrank amp beansittruedo thinklot about rocket engine chamber pressure ahahamaybe something like thisfrank amp beansyeah
2022-01-21,wtfmost people have no ideayeah this saveswhole tap just swipe down for auto navigatecould people from tonga let us know if it is important for spacex to send over starlink terminalsthis ishard thing for us to do right now as we donhave enough satellites with laser links and there are already geo sats that serve the tonga region that is whym asking for clear confirmationthis is annoyingan suv that is faster thanformula 1 race cargreat wisdomwtftwitter is spending engineering resources on this bs while crypto scammers are throwingspambot block party in every threadgreat wisdombabyis just like this hahamost people have no ideababyis just like this hahaan suv that is faster thanformula 1 race carthis ishard thing for us to do right now as we donhave enough satellites with laser links and there are already geo sats that serve the tonga region that is whym asking for clear confirmationyeah this saveswhole tap just swipe down for auto navigatethis is annoyingtwitter is spending engineering resources on this bs while crypto scammers are throwingspambot block party in every threadcould people from tonga let us know if it is important for spacex to send over starlink terminals
2022-01-25,our biggest limitation with fremont is convincing enough associates to build cars when they have so many other job opportunities in the bay area thanks again tesla team for doing the hard work of building real products that people lovei sensetrendthis ismatter of much internal debatenicei will eathappy meal on tv if accepts dogecoinitlike he could see the futureitlike he could see the futurei will eathappy meal on tv if accepts dogecointhis ismatter of much internal debateour biggest limitation with fremont is convincing enough associates to build cars when they have so many other job opportunities in the bay area thanks again tesla team for doing the hard work of building real products that people lovei sensetrendnice
2022-01-26,i have trouble understanding any other motivations tbhbeen driving latest cybertruck prototype around giga texas itawesomebeen driving latest cybertruck prototype around giga texas itawesomethey appear to have some room for improvementthey appear to have some room for improvementi have trouble understanding any other motivations tbh
2022-01-27,i am in awe of swedencanadian truckers rulebiden is treating the american public like foolsbiden isdamp puppet in human formjeaple syrupi might have made it too pointythey re being driven around in limousines so they cangrok iti might have made it too pointysounds about right for autonomous cars optimus will greatly exceed this the economy will be as big as people want it to be there will be no scarcity except that which is artificially createdstarts witht ends with anesl in the middlethey re being driven around in limousines so they cangrok itjeaple syrupstarts witht ends with anesl in the middlesounds about right for autonomous cars optimus will greatly exceed this the economy will be as big as people want it to be there will be no scarcity except that which is artificially createdbiden is treating the american public like foolscanadian truckers rulei am in awe of swedenbiden isdamp puppet in human form
